id,speed
0,48.07298281490687
1,47.51073082301283
2,34.284310027331486
3,31.91742967111973
4,35.373165390967486
5,27.811955715053074
6,21.411590197738985
7,48.54723556185396
8,48.1413581982844
9,30.07680165445718
10,25.806747465902237
11,24.392966492878255
12,23.94040940689935
13,23.457980262219788
14,23.523351639679458
15,39.101844328158926
16,43.13346630380821
17,45.951428307172606
18,49.043715666092446
19,48.64060049787415
20,46.74644222697372
21,44.38316420315199
22,19.835903282125624
23,24.03908572739722
24,24.383500252118967
25,20.138344726134328
26,19.997054256748257
27,19.835174410892574
28,17.210503177813802
29,15.655248826411714
30,23.746500967494114
31,45.17500106811291
32,48.740349177900384
33,29.059932813947093
34,23.782765856138937
35,23.407085298688635
36,20.14409665508059
37,19.518959928688805
38,43.71835812299283
39,40.07990921054242
40,42.61525271293984
41,48.23099422342372
42,48.98148595979491
43,43.723099197907345
44,21.48572913454581
45,17.755787108349008
46,17.328963006184274
47,13.601569481766685
48,42.37865265515251
49,48.72618312183437
50,48.8932807566892
51,27.714891235814196
52,23.954669130930203
53,21.66791259338086
54,19.39213960631003
55,18.433081394363686
56,15.384671216102562
57,16.73657791050061
58,28.780640498735096
59,35.421206610251346
60,41.95919199550373
61,41.09474521674202
62,41.231726436205705
63,42.22964925402697
64,42.67541991896046
65,47.86518868454308
66,47.44435024039073
67,46.55242598441719
68,43.31222100237064
69,27.276461643311062
70,23.202808625282216
71,22.10760566843072
72,17.718580827803237
73,17.95460028738554
74,14.807793442913312
75,13.208806246517277
76,44.517547150602766
77,41.834643001543135
78,45.226456410245625
79,47.181124138563284
80,16.233869809066125
81,18.08670065941061
82,22.41943368091567
83,16.6186314796303
84,17.35483889714478
85,12.039078590409828
86,18.965578519809277
87,34.70695612395343
88,44.75194038139113
89,41.615761900602955
90,48.44443514149019
91,48.217713107178724
92,47.18057672114582
93,46.84288938206666
94,27.457191789906997
95,17.011146419642085
96,22.39641067809203
97,11.389612097970172
98,11.270540889693757
99,19.968226316120425
100,42.406471860443936
101,47.44127144880566
102,15.578944680792375
103,17.21492118662732
104,16.53782831741824
105,42.99611347929837
106,37.71701084562972
107,48.311545544238115
108,44.488339793609654
109,15.767529253953755
110,11.14790102430591
111,11.151089737156816
112,19.5544631861947
113,36.634428880397245
114,39.169594277562794
115,48.72481167766248
116,47.99324961611252
117,36.89496391449613
118,25.522790219489973
119,23.344374297044055
120,19.11192221104071
121,18.170039861697845
122,33.13176585049673
123,46.92067263514509
124,46.707192908920035
125,41.81529298373485
126,41.859382656232135
127,36.69297007215857
128,40.7304904828676
129,35.56387153500002
130,48.25146729770814
131,47.39679950298702
132,46.94242441096021
133,26.5986504753443
134,21.814567823557063
135,21.80003914128216
136,36.65685464905922
137,44.93126336539095
138,48.942580111463904
139,47.34229127364925
140,46.88263131081472
141,44.34232563981423
142,25.265047464655833
143,17.02513917207086
144,20.116075377223986
145,18.622645404648907
146,18.97635728518605
147,48.58236121698679
148,49.4233371892979
149,47.926217176753795
150,47.60810461107303
151,18.615350233415327
152,17.01735113674393
153,14.998508202039227
154,10.60493692608956
155,21.7278755930702
156,36.9019318323283
157,44.538191437119664
158,41.547399174211854
159,45.9359396620727
160,48.459577343664336
161,48.90573616171089
162,48.62834340490826
163,47.34523698745184
164,44.86211434544384
165,24.964395678324593
166,15.663123565052814
167,19.936871977509888
168,17.364744649396417
169,17.922114325735006
170,12.115199802708405
171,12.073284150597662
172,43.54034418920581
173,48.84669396342377
174,45.148693949920535
175,25.093579134231902
176,17.92537935658311
177,17.632678848813146
178,17.982405051856247
179,11.57310264720631
180,43.51703831097352
181,48.885312684562756
182,48.8968787012319
183,47.87999425154312
184,39.30878301062268
185,20.145378795086412
186,19.677453397627158
187,39.53839630015259
188,33.25629445351637
189,47.81862366574841
190,44.23750056358942
191,44.80388551759613
192,37.17624851353019
193,37.43118738160302
194,37.50591708145032
195,38.01967796428466
196,38.049006007542964
197,40.8551919442981
198,37.94711176077475
199,48.17513562735809
200,47.35972319573555
201,25.27279923774196
202,23.924173474834497
203,19.681717266627366
204,18.64282894232407
205,19.82720525582068
206,38.74552501258276
207,42.15639824215267
208,48.558629784404495
209,48.448829124159396
210,47.8083664936825
211,47.07786358027143
212,26.087099229649155
213,16.517087933635608
214,22.981513486841145
215,23.414064417668992
216,17.33838341829202
217,22.565573003328605
218,44.70879630284823
219,48.10717936561635
220,46.868139603364504
221,45.56891767949057
222,24.113781937589447
223,18.25352083424625
224,13.491804991308829
225,23.15989008565245
226,46.00469728617235
227,48.40500335556664
228,17.95494198844379
229,23.128554471701197
230,20.51033667401004
231,20.80875673453059
232,42.961246433264485
233,48.69317315913919
234,46.763338435020195
235,20.0180220602385
236,26.043789243033608
237,20.039612681733384
238,22.45498780310803
239,43.020466870859515
240,37.48568469978647
241,39.990002125581285
242,49.076352899417394
243,49.21535525059607
244,48.74294078251648
245,48.99494606245027
246,28.963876088662744
247,23.63734397354333
248,20.638113853251287
249,19.36929122264854
250,18.844109687481396
251,31.352088824265035
252,40.86541376270833
253,33.32639412517863
254,34.873459242079335
255,47.53949825664248
256,46.74494303907904
257,46.472363883384475
258,43.6897144446884
259,41.20795044196034
260,40.88381343188102
261,39.47949858249075
262,40.04003621315955
263,41.81504553928513
264,35.16499767300026
265,39.99872018787454
266,47.779051516304904
267,45.49937530093362
268,20.07565481679471
269,22.326472836219768
270,18.859838850259816
271,18.668462147329958
272,18.623096584724035
273,15.874160475212099
274,45.473380754735096
275,47.58157000439096
