id,speed
0,48.44718502878922
1,48.13505433159273
2,35.92702055667411
3,30.94055222617211
4,38.85698058450203
5,26.337838104079026
6,19.875823223064202
7,49.286903782365385
8,48.26319137107584
9,32.03086806291546
10,28.86156097791094
11,24.020078141488106
12,24.881621154637347
13,25.04365223934243
14,28.213326214543265
15,40.40047153382151
16,43.4061130155532
17,48.17687812211609
18,48.785380493098174
19,48.586724380043464
20,46.87805794439919
21,43.94871475513466
22,19.623616154957524
23,26.204746798169857
24,26.65642652854193
25,19.240704024462943
26,20.086189203245684
27,19.771280764838345
28,15.812154386335143
29,12.68247946501738
30,26.029910622410952
31,47.817222472295626
32,49.275913410107506
33,28.342242666954363
34,26.01232413903567
35,26.136744058243963
36,20.365290478344363
37,19.86699461134438
38,46.05939377511373
39,40.21333330617147
40,45.723096851036146
41,48.07817475153979
42,48.87772356007574
43,44.04957644642802
44,19.777700894895474
45,17.528604857943762
46,17.92500685531291
47,11.123100113663597
48,44.39132861344318
49,48.865943190015926
50,48.97057173118881
51,26.27599947081371
52,24.040387712235344
53,20.068548880951383
54,16.83352595180145
55,17.2764489086898
56,15.21535783635856
57,16.88756573000631
58,28.24199841088943
59,35.233595635306074
60,42.57456723919563
61,39.667222859303976
62,41.66892071597104
63,42.3246276864515
64,45.038016596244226
65,47.78725322690937
66,47.59801803896203
67,46.23967489239073
68,43.1453151724883
69,26.796595376201985
70,22.256935731936952
71,20.07159323852097
72,15.58905400957929
73,15.875748848663955
74,12.982826109542128
75,7.504124992179279
76,42.547502171269784
77,39.30878042732921
78,43.85824756193002
79,47.268000876171435
80,14.148361841735046
81,16.380186776107582
82,21.070608231897936
83,15.398180946633788
84,16.31924609225935
85,12.20870594242405
86,19.899350596860113
87,35.18190753649923
88,45.04646963049687
89,41.107232202063216
90,48.43156634198866
91,47.50622085472743
92,46.10644358230245
93,45.51601903150931
94,26.00970130049586
95,15.293101048838778
96,21.959224494543967
97,11.579801015848055
98,9.436021582085438
99,19.62873364399305
100,41.439671471918714
101,47.40383942075067
102,14.63561530168085
103,17.267075490416424
104,14.607503573236006
105,42.822447616318
106,35.10928674447993
107,48.8954769448711
108,43.30251304824921
109,14.494036983205298
110,10.486478487500065
111,10.29533954311374
112,19.96189474972432
113,35.429445382907026
114,39.374332921345314
115,48.6345635782493
116,48.37254800620871
117,38.33063094559694
118,27.499535795883823
119,23.423523988848224
120,19.659297905236297
121,18.08494954855202
122,33.96052575292939
123,47.19442111716927
124,46.797855457562406
125,43.40341521720474
126,41.50344719591206
127,38.075062151884666
128,41.54083622272819
129,33.66744186479594
130,48.30116297078618
131,47.3801023682237
132,46.83240529508473
133,28.014789379245777
134,23.177035319623034
135,23.655042365994085
136,38.74251605810898
137,46.49678875132318
138,49.15469704738174
139,47.71543122329359
140,47.207654772479486
141,44.5857326747546
142,25.558674167287542
143,15.789468569670868
144,19.880205541404077
145,17.683832531805784
146,18.239452845942466
147,48.89729329734558
148,49.44474021322068
149,47.816409875456394
150,47.6932469745633
151,16.017329621400982
152,15.60928110155876
153,16.104745563438577
154,8.730447125404957
155,21.853047867957695
156,36.05302348566779
157,44.46536625980536
158,40.86527426909824
159,46.1385708100636
160,48.58927939892123
161,49.002505364883774
162,48.3043287431711
163,47.480765013366806
164,44.87380711397638
165,25.28898046428379
166,14.796526189305203
167,19.075163505917438
168,17.94354141660451
169,18.935352598430285
170,12.080654018599976
171,11.298021085595849
172,45.48551719981397
173,48.11838155676246
174,44.37711557818368
175,25.070306629144135
176,18.997641935665452
177,15.739334828111136
178,16.994940248455986
179,10.357390773590618
180,45.58511102144527
181,48.796964422544946
182,49.10016331362659
183,48.18126747394588
